character,reading,meaning,level,level_label,radical,stroke_count
刊,간,새길,3.5,준3급,刀,3
幹,간,줄기,3.5,준3급,干,10
鑑,감,거울,3.5,준3급,金,14
鋼,강,강철,3.5,준3급,金,8
剛,강,굳셀,3.5,준3급,刀,8
綱,강,벼리,3.5,준3급,糸,8
介,개,낄,3.5,준3급,人,2
槪,개,대개,3.5,준3급,木,11
蓋,개,덮을,3.5,준3급,艸,10
距,거,상거(相距)할,3.5,준3급,足,5
乾,건,하늘/마를,3.5,준3급,乙,10
劍,검,칼,3.5,준3급,刀,13
隔,격,사이뜰,3.5,준3급,阜,10
訣,결,이별할,3.5,준3급,言,4
謙,겸,겸손할,3.5,준3급,言,10
兼,겸,겸할,3.5,준3급,八,8
硬,경,굳을,3.5,준3급,石,7
耕,경,밭갈[犁田],3.5,준3급,耒,4
頃,경,이랑/잠깐,3.5,준3급,頁,2
徑,경,지름길/길,3.5,준3급,彳,7
桂,계,계수나무,3.5,준3급,木,6
械,계,기계,3.5,준3급,木,7
契,계,맺을,3.5,준3급,大,6
溪,계,시내,3.5,준3급,水,10
啓,계,열,3.5,준3급,口,8
鼓,고,북,3.5,준3급,鼓,0
姑,고,시어미,3.5,준3급,女,5
稿,고,원고/볏짚,3.5,준3급,禾,10
谷,곡,골,3.5,준3급,谷,0
哭,곡,울,3.5,준3급,口,7
恭,공,공손할,3.5,준3급,心,6
恐,공,두려울,3.5,준3급,心,6
貢,공,바칠,3.5,준3급,貝,3
供,공,이바지할,3.5,준3급,人,6
誇,과,자랑할,3.5,준3급,言,6
寡,과,적을,3.5,준3급,宀,11
冠,관,갓,3.5,준3급,冖,7
貫,관,꿸,3.5,준3급,貝,4
寬,관,너그러울,3.5,준3급,宀,12
慣,관,익숙할,3.5,준3급,心,11
館,관,집,3.5,준3급,食,8
狂,광,미칠,3.5,준3급,犬,4
怪,괴,괴이할,3.5,준3급,心,5
壞,괴,무너질,3.5,준3급,土,16
較,교,견줄/비교할,3.5,준3급,車,6
巧,교,공교할,3.5,준3급,工,2
丘,구,언덕,3.5,준3급,一,4
久,구,오랠,3.5,준3급,丿,2
拘,구,잡을,3.5,준3급,手,5
菊,국,국화,3.5,준3급,艸,8
弓,궁,활,3.5,준3급,弓,0
拳,권,주먹,3.5,준3급,手,6
鬼,귀,귀신,3.5,준3급,鬼,0
菌,균,버섯,3.5,준3급,艸,8
克,극,이길,3.5,준3급,儿,5
琴,금,거문고,3.5,준3급,玉,8
錦,금,비단,3.5,준3급,金,8
禽,금,새,3.5,준3급,禸,8
及,급,미칠,3.5,준3급,又,2
畿,기,경기(京畿),3.5,준3급,田,10
其,기,그,3.5,준3급,八,6
企,기,꾀할,3.5,준3급,人,4
騎,기,말탈,3.5,준3급,馬,8
祈,기,빌,3.5,준3급,示,4
緊,긴,긴할,3.5,준3급,糸,8
諾,낙,허락할,3.5,준3급,言,9
娘,낭,계집,3.5,준3급,女,7
耐,내,견딜,3.5,준3급,而,3
寧,녕,편안,3.5,준3급,宀,11
奴,노,종,3.5,준3급,女,2
腦,뇌,골/뇌수,3.5,준3급,肉,9
泥,니,진흙,3.5,준3급,水,5
茶,다,차,3.5,준3급,艸,6
但,단,다만,3.5,준3급,人,5
丹,단,붉을,3.5,준3급,丶,3
旦,단,아침,3.5,준3급,日,1
淡,담,맑을,3.5,준3급,水,8
踏,답,밟을,3.5,준3급,足,8
唐,당,당나라/당황할,3.5,준3급,口,7
糖,당,엿,3.5,준3급,米,10
臺,대,대,3.5,준3급,至,8
貸,대,빌릴/뀔,3.5,준3급,貝,5
渡,도,건널,3.5,준3급,水,9
途,도,길[行中],3.5,준3급,辵,7
倒,도,넘어질,3.5,준3급,人,8
桃,도,복숭아,3.5,준3급,木,6
陶,도,질그릇,3.5,준3급,阜,8
刀,도,칼,3.5,준3급,刀,0
突,돌,갑자기,3.5,준3급,穴,4
凍,동,얼,3.5,준3급,冫,8
絡,락,이을/얽을,3.5,준3급,糸,6
欄,란,난간,3.5,준3급,木,17
蘭,란,난초,3.5,준3급,艸,17
浪,랑,물결,3.5,준3급,水,7
郞,랑,사내,3.5,준3급,邑,7
廊,랑,사랑채/행랑,3.5,준3급,广,10
梁,량,들보/돌다리,3.5,준3급,木,7
涼,량,서늘할,3.5,준3급,水,8
勵,려,힘쓸,3.5,준3급,力,15
曆,력,책력,3.5,준3급,日,12
戀,련,그리워할/그릴,3.5,준3급,心,19
鍊,련,쇠불릴/단련할,3.5,준3급,金,9
蓮,련,연꽃,3.5,준3급,艸,11
聯,련,연이을,3.5,준3급,耳,11
裂,렬,찢어질,3.5,준3급,衣,6
嶺,령,고개,3.5,준3급,山,14
靈,령,신령,3.5,준3급,雨,16
露,로,이슬,3.5,준3급,雨,13
爐,로,화로,3.5,준3급,火,16
祿,록,녹,3.5,준3급,示,8
弄,롱,희롱할,3.5,준3급,廾,4
雷,뢰,우레,3.5,준3급,雨,5
賴,뢰,의뢰할,3.5,준3급,貝,9
樓,루,다락,3.5,준3급,木,11
漏,루,샐,3.5,준3급,水,11
累,루,여러/자주,3.5,준3급,糸,5
倫,륜,인륜,3.5,준3급,人,8
栗,률,밤,3.5,준3급,木,6
率,률,비율,3.5,준3급,玄,6
隆,륭,높을,3.5,준3급,阜,9
陵,릉,언덕,3.5,준3급,阜,8
履,리,밟을,3.5,준3급,尸,12
吏,리,벼슬아치/관리,3.5,준3급,口,3
裏,리,속,3.5,준3급,衣,7
臨,림,임할,3.5,준3급,臣,11
磨,마,갈,3.5,준3급,石,11
麻,마,삼,3.5,준3급,麻,0
漠,막,넓을,3.5,준3급,水,11
莫,막,없을,3.5,준3급,艸,7
幕,막,장막,3.5,준3급,巾,11
晩,만,늦을,3.5,준3급,日,7
妄,망,망령될,3.5,준3급,女,3
梅,매,매화,3.5,준3급,木,7
媒,매,중매,3.5,준3급,女,9
麥,맥,보리,3.5,준3급,麥,0
孟,맹,맏,3.5,준3급,子,5
盟,맹,맹세,3.5,준3급,皿,8
猛,맹,사나울,3.5,준3급,犬,8
盲,맹,소경/눈멀,3.5,준3급,目,3
免,면,면할,3.5,준3급,儿,5
綿,면,솜,3.5,준3급,糸,8
眠,면,잘,3.5,준3급,目,5
滅,멸,꺼질/멸할,3.5,준3급,水,10
銘,명,새길,3.5,준3급,金,6
慕,모,그릴,3.5,준3급,心,11
謀,모,꾀,3.5,준3급,言,9
貌,모,모양,3.5,준3급,豸,7
睦,목,화목할,3.5,준3급,目,8
沒,몰,빠질,3.5,준3급,水,4
夢,몽,꿈,3.5,준3급,夕,11
蒙,몽,어두울,3.5,준3급,艸,10
茂,무,무성할,3.5,준3급,艸,5
貿,무,무역할,3.5,준3급,貝,5
墨,묵,먹,3.5,준3급,土,12
默,묵,잠잠할,3.5,준3급,黑,4
紋,문,무늬,3.5,준3급,糸,4
勿,물,말[禁],3.5,준3급,勹,2
尾,미,꼬리,3.5,준3급,尸,4
微,미,작을,3.5,준3급,彳,10
薄,박,엷을,3.5,준3급,艸,13
迫,박,핍박할,3.5,준3급,辵,5
般,반,가지/일반,3.5,준3급,舟,4
飯,반,밥,3.5,준3급,食,4
盤,반,소반,3.5,준3급,皿,10
拔,발,뽑을,3.5,준3급,手,5
芳,방,꽃다울,3.5,준3급,艸,4
輩,배,무리,3.5,준3급,車,8
排,배,밀칠,3.5,준3급,手,8
培,배,북돋울,3.5,준3급,土,8
伯,백,맏,3.5,준3급,人,5
繁,번,번성할,3.5,준3급,糸,11
凡,범,무릇,3.5,준3급,几,1
碧,벽,푸를,3.5,준3급,石,9
丙,병,남녘,3.5,준3급,一,4
補,보,기울,3.5,준3급,衣,7
譜,보,족보,3.5,준3급,言,12
覆,복,덮을,3.5,준3급,襾,12
腹,복,배,3.5,준3급,肉,9
逢,봉,만날,3.5,준3급,辵,7
鳳,봉,봉새,3.5,준3급,鳥,3
峯,봉,봉우리,3.5,준3급,山,7
封,봉,봉할,3.5,준3급,寸,6
扶,부,도울,3.5,준3급,手,4
浮,부,뜰,3.5,준3급,水,7
簿,부,문서,3.5,준3급,竹,13
賦,부,부세,3.5,준3급,貝,8
付,부,부칠,3.5,준3급,人,3
符,부,부호,3.5,준3급,竹,5
附,부,붙을,3.5,준3급,阜,5
腐,부,썩을,3.5,준3급,肉,8
奔,분,달릴,3.5,준3급,大,5
奮,분,떨칠,3.5,준3급,大,13
紛,분,어지러울,3.5,준3급,糸,4
拂,불,떨칠,3.5,준3급,手,5
婢,비,계집종,3.5,준3급,女,8
卑,비,낮을,3.5,준3급,十,6
肥,비,살찔,3.5,준3급,肉,4
妃,비,왕비,3.5,준3급,女,3
邪,사,간사할,3.5,준3급,邑,4
蛇,사,긴뱀,3.5,준3급,虫,5
詞,사,말/글,3.5,준3급,言,5
司,사,맡을,3.5,준3급,口,2
沙,사,모래,3.5,준3급,水,4
斜,사,비낄,3.5,준3급,斗,7
祀,사,제사,3.5,준3급,示,3
削,삭,깎을,3.5,준3급,刀,7
森,삼,수풀,3.5,준3급,木,8
償,상,갚을,3.5,준3급,人,15
像,상,모양,3.5,준3급,人,12
桑,상,뽕나무,3.5,준3급,木,6
霜,상,서리,3.5,준3급,雨,9
尙,상,오히려,3.5,준3급,小,5
喪,상,잃을,3.5,준3급,口,9
詳,상,자세할,3.5,준3급,言,6
裳,상,치마,3.5,준3급,衣,8
塞,색,막힐,3.5,준3급,土,10
索,색,찾을,3.5,준3급,糸,4
署,서,마을[官廳],3.5,준3급,网,9
緖,서,실마리,3.5,준3급,糸,9
恕,서,용서할,3.5,준3급,心,6
徐,서,천천할,3.5,준3급,彳,7
惜,석,아낄,3.5,준3급,心,8
釋,석,풀,3.5,준3급,釆,13
旋,선,돌[廻],3.5,준3급,方,7
禪,선,선,3.5,준3급,示,12
蘇,소,되살아날,3.5,준3급,艸,16
燒,소,사를,3.5,준3급,火,12
疏,소,소통할,3.5,준3급,疋,7
訴,소,호소할,3.5,준3급,言,5
訟,송,송사할,3.5,준3급,言,4
鎖,쇄,쇠사슬,3.5,준3급,金,10
刷,쇄,인쇄할,3.5,준3급,刀,6
衰,쇠,쇠할,3.5,준3급,衣,4
愁,수,근심,3.5,준3급,心,9
殊,수,다를,3.5,준3급,歹,6
垂,수,드리울,3.5,준3급,土,5
隨,수,따를,3.5,준3급,阜,13
壽,수,목숨,3.5,준3급,士,11
輸,수,보낼,3.5,준3급,車,9
需,수,쓰일/쓸,3.5,준3급,雨,6
帥,수,장수,3.5,준3급,巾,6
獸,수,짐승,3.5,준3급,犬,15
淑,숙,맑을,3.5,준3급,水,8
熟,숙,익을,3.5,준3급,火,11
瞬,순,눈깜짝일,3.5,준3급,目,12
巡,순,돌[廻]/순행할,3.5,준3급,巛,4
旬,순,열흘,3.5,준3급,日,2
述,술,펼,3.5,준3급,辵,5
襲,습,엄습할,3.5,준3급,衣,16
濕,습,젖을,3.5,준3급,水,14
拾,습,주울,3.5,준3급,手,6
昇,승,오를,3.5,준3급,日,4
僧,승,중,3.5,준3급,人,12
乘,승,탈,3.5,준3급,丿,9
侍,시,모실,3.5,준3급,人,6
飾,식,꾸밀,3.5,준3급,食,5
愼,신,삼갈,3.5,준3급,心,10
審,심,살필,3.5,준3급,宀,12
甚,심,심할,3.5,준3급,甘,4
雙,쌍,두/쌍,3.5,준3급,隹,10
我,아,나,3.5,준3급,戈,3
雅,아,맑을,3.5,준3급,隹,4
亞,아,버금,3.5,준3급,二,6
芽,아,싹,3.5,준3급,艸,4
牙,아,어금니,3.5,준3급,牙,0
阿,아,언덕,3.5,준3급,阜,5
顔,안,낯,3.5,준3급,頁,9
岸,안,언덕,3.5,준3급,山,5
巖,암,바위,3.5,준3급,山,20
央,앙,가운데,3.5,준3급,大,2
仰,앙,우러를,3.5,준3급,人,4
哀,애,슬플,3.5,준3급,口,6
若,약,같을,3.5,준3급,艸,5
揚,양,날릴,3.5,준3급,手,9
讓,양,사양할,3.5,준3급,言,17
壤,양,흙덩이,3.5,준3급,土,17
御,어,거느릴,3.5,준3급,彳,8
抑,억,누를,3.5,준3급,手,4
憶,억,생각할,3.5,준3급,心,13
亦,역,또,3.5,준3급,亠,4
譯,역,번역할,3.5,준3급,言,13
役,역,부릴,3.5,준3급,彳,4
驛,역,역,3.5,준3급,馬,13
疫,역,전염병,3.5,준3급,疒,4
沿,연,물따라갈/따를,3.5,준3급,水,5
軟,연,연할,3.5,준3급,車,4
宴,연,잔치,3.5,준3급,宀,7
燕,연,제비,3.5,준3급,火,12
悅,열,기쁠,3.5,준3급,心,7
染,염,물들,3.5,준3급,木,5
炎,염,불꽃,3.5,준3급,火,4
鹽,염,소금,3.5,준3급,鹵,13
影,영,그림자,3.5,준3급,彡,12
譽,예,기릴/명예,3.5,준3급,言,14
烏,오,까마귀,3.5,준3급,火,6
悟,오,깨달을,3.5,준3급,心,7
獄,옥,옥[囚舍],3.5,준3급,犬,11
瓦,와,기와,3.5,준3급,瓦,0
緩,완,느릴,3.5,준3급,糸,9
辱,욕,욕될,3.5,준3급,辰,3
慾,욕,욕심,3.5,준3급,心,11
欲,욕,하고자할,3.5,준3급,欠,7
憂,우,근심,3.5,준3급,心,11
羽,우,깃,3.5,준3급,羽,0
愚,우,어리석을,3.5,준3급,心,9
宇,우,집,3.5,준3급,宀,3
偶,우,짝,3.5,준3급,人,9
韻,운,운,3.5,준3급,音,10
越,월,넘을,3.5,준3급,走,5
僞,위,거짓,3.5,준3급,人,12
胃,위,밥통,3.5,준3급,肉,5
謂,위,이를,3.5,준3급,言,9
幽,유,그윽할,3.5,준3급,幺,6
誘,유,꾈,3.5,준3급,言,7
裕,유,넉넉할,3.5,준3급,衣,7
悠,유,멀,3.5,준3급,心,7
維,유,벼리,3.5,준3급,糸,8
柔,유,부드러울,3.5,준3급,木,5
幼,유,어릴,3.5,준3급,幺,2
猶,유,오히려,3.5,준3급,犬,9
潤,윤,불을,3.5,준3급,水,12
乙,을,새,3.5,준3급,乙,0
淫,음,음란할,3.5,준3급,水,8
已,이,이미,3.5,준3급,己,0
翼,익,날개,3.5,준3급,羽,11
忍,인,참을,3.5,준3급,心,3
逸,일,편안할,3.5,준3급,辵,8
壬,임,북방,3.5,준3급,士,1
賃,임,품삯,3.5,준3급,貝,6
慈,자,사랑,3.5,준3급,心,9
紫,자,자줏빛,3.5,준3급,糸,6
刺,자,찌를,3.5,준3급,刀,6
潛,잠,잠길,3.5,준3급,水,12
暫,잠,잠깐,3.5,준3급,日,11
藏,장,감출,3.5,준3급,艸,14
粧,장,단장할,3.5,준3급,米,6
掌,장,손바닥,3.5,준3급,手,8
莊,장,씩씩할,3.5,준3급,艸,7
丈,장,어른,3.5,준3급,一,2
臟,장,오장,3.5,준3급,肉,18
葬,장,장사지낼,3.5,준3급,艸,9
載,재,실을,3.5,준3급,車,6
栽,재,심을,3.5,준3급,木,6
裁,재,옷마를,3.5,준3급,衣,6
著,저,나타날,3.5,준3급,艸,9
抵,저,막을[抗],3.5,준3급,手,5
寂,적,고요할,3.5,준3급,宀,8
摘,적,딸[手收],3.5,준3급,手,11
跡,적,발자취,3.5,준3급,足,6
蹟,적,자취,3.5,준3급,足,11
笛,적,피리,3.5,준3급,竹,5
殿,전,전각,3.5,준3급,殳,9
漸,점,점점,3.5,준3급,水,11
貞,정,곧을,3.5,준3급,貝,2
淨,정,깨끗할,3.5,준3급,水,8
井,정,우물,3.5,준3급,二,2
頂,정,정수리,3.5,준3급,頁,2
亭,정,정자,3.5,준3급,亠,7
廷,정,조정,3.5,준3급,廴,4
征,정,칠,3.5,준3급,彳,5
齊,제,가지런할,3.5,준3급,齊,0
諸,제,모두,3.5,준3급,言,9
照,조,비칠,3.5,준3급,火,9
兆,조,억조,3.5,준3급,儿,4
租,조,조세,3.5,준3급,禾,5
縱,종,세로,3.5,준3급,糸,11
坐,좌,앉을,3.5,준3급,土,4
珠,주,구슬,3.5,준3급,玉,6
株,주,그루,3.5,준3급,木,6
柱,주,기둥,3.5,준3급,木,5
洲,주,물가,3.5,준3급,水,6
鑄,주,쇠불릴,3.5,준3급,金,14
奏,주,아뢸,3.5,준3급,大,6
宙,주,집,3.5,준3급,宀,5
仲,중,버금,3.5,준3급,人,4
卽,즉,곧,3.5,준3급,卩,7
憎,증,미울,3.5,준3급,心,12
曾,증,일찍,3.5,준3급,曰,8
症,증,증세,3.5,준3급,疒,5
蒸,증,찔,3.5,준3급,艸,10
枝,지,가지,3.5,준3급,木,4
之,지,갈,3.5,준3급,丿,3
池,지,못,3.5,준3급,水,3
振,진,떨칠,3.5,준3급,手,7
陳,진,베풀,3.5,준3급,阜,8
辰,진,별,3.5,준3급,辰,0
震,진,우레,3.5,준3급,雨,7
鎭,진,진압할,3.5,준3급,金,10
疾,질,병,3.5,준3급,疒,5
秩,질,차례,3.5,준3급,禾,5
執,집,잡을,3.5,준3급,土,8
徵,징,부를,3.5,준3급,彳,12
借,차,빌/빌릴,3.5,준3급,人,8
此,차,이,3.5,준3급,止,2
錯,착,어긋날,3.5,준3급,金,8
贊,찬,도울,3.5,준3급,貝,12
倉,창,곳집,3.5,준3급,人,8
昌,창,창성할,3.5,준3급,日,4
蒼,창,푸를,3.5,준3급,艸,10
菜,채,나물,3.5,준3급,艸,8
債,채,빚,3.5,준3급,人,11
彩,채,채색,3.5,준3급,彡,8
策,책,꾀,3.5,준3급,竹,6
妻,처,아내,3.5,준3급,女,5
拓,척,넓힐,3.5,준3급,手,5
尺,척,자,3.5,준3급,尸,1
戚,척,친척,3.5,준3급,戈,7
踐,천,밟을,3.5,준3급,足,8
淺,천,얕을,3.5,준3급,水,8
遷,천,옮길,3.5,준3급,辵,11
賤,천,천할,3.5,준3급,貝,8
哲,철,밝을,3.5,준3급,口,7
徹,철,통할,3.5,준3급,彳,12
滯,체,막힐,3.5,준3급,水,11
肖,초,닮을/같을,3.5,준3급,肉,3
超,초,뛰어넘을,3.5,준3급,走,5
礎,초,주춧돌,3.5,준3급,石,13
觸,촉,닿을,3.5,준3급,角,13
促,촉,재촉할,3.5,준3급,人,7
催,최,재촉할,3.5,준3급,人,11
追,추,쫓을/따를,3.5,준3급,辵,6
畜,축,짐승,3.5,준3급,田,5
衝,충,찌를,3.5,준3급,行,9
吹,취,불,3.5,준3급,口,4
醉,취,취할,3.5,준3급,酉,8
側,측,곁,3.5,준3급,人,9
値,치,값,3.5,준3급,人,8
恥,치,부끄러울,3.5,준3급,心,6
稚,치,어릴,3.5,준3급,禾,8
漆,칠,옻,3.5,준3급,水,11
沈,침,잠길,3.5,준3급,水,4
浸,침,잠길,3.5,준3급,水,7
奪,탈,빼앗을,3.5,준3급,大,11
塔,탑,탑,3.5,준3급,土,10
湯,탕,끓을,3.5,준3급,水,9
殆,태,거의,3.5,준3급,歹,5
泰,태,클,3.5,준3급,水,5
澤,택,못,3.5,준3급,水,13
兔,토,토끼,3.5,준3급,儿,6
吐,토,토할,3.5,준3급,口,3
透,투,사무칠,3.5,준3급,辵,7
版,판,판목,3.5,준3급,片,4
編,편,엮을,3.5,준3급,糸,9
片,편,조각,3.5,준3급,片,0
偏,편,치우칠,3.5,준3급,人,9
弊,폐,폐단/해질,3.5,준3급,廾,12
廢,폐,폐할/버릴,3.5,준3급,广,12
肺,폐,허파,3.5,준3급,肉,4
浦,포,개[水邊],3.5,준3급,水,7
捕,포,잡을,3.5,준3급,手,7
楓,풍,단풍,3.5,준3급,木,9
皮,피,가죽,3.5,준3급,皮,0
被,피,입을,3.5,준3급,衣,5
彼,피,저,3.5,준3급,彳,5
畢,필,마칠,3.5,준3급,田,6
荷,하,멜,3.5,준3급,艸,7
何,하,어찌,3.5,준3급,人,5
賀,하,하례할,3.5,준3급,貝,5
鶴,학,학,3.5,준3급,鳥,10
汗,한,땀,3.5,준3급,水,3
割,할,벨,3.5,준3급,刀,10
含,함,머금을,3.5,준3급,口,4
陷,함,빠질,3.5,준3급,阜,8
項,항,항목,3.5,준3급,頁,3
恒,항,항상,3.5,준3급,心,6
響,향,울릴,3.5,준3급,音,13
獻,헌,드릴,3.5,준3급,犬,16
玄,현,검을,3.5,준3급,玄,0
懸,현,달[繫],3.5,준3급,心,16
穴,혈,굴,3.5,준3급,穴,0
脅,협,위협할,3.5,준3급,肉,6
衡,형,저울대,3.5,준3급,行,10
慧,혜,슬기로울,3.5,준3급,心,11
浩,호,넓을,3.5,준3급,水,7
胡,호,되[狄],3.5,준3급,肉,5
虎,호,범,3.5,준3급,虍,2
豪,호,호걸,3.5,준3급,豕,7
惑,혹,미혹할,3.5,준3급,心,8
魂,혼,넋,3.5,준3급,鬼,4
忽,홀,갑자기,3.5,준3급,心,4
洪,홍,넓을,3.5,준3급,水,6
禍,화,재앙,3.5,준3급,示,9
還,환,돌아올,3.5,준3급,辵,13
換,환,바꿀,3.5,준3급,手,9
荒,황,거칠,3.5,준3급,艸,6
皇,황,임금,3.5,준3급,白,4
悔,회,뉘우칠,3.5,준3급,心,7
懷,회,품을,3.5,준3급,心,16
劃,획,그을,3.5,준3급,刀,12
獲,획,얻을,3.5,준3급,犬,14
橫,횡,가로,3.5,준3급,木,12
胸,흉,가슴,3.5,준3급,肉,6
戲,희,놀이,3.5,준3급,戈,13
稀,희,드물,3.5,준3급,禾,7
暇,가,틈/겨를,4,4급,日,9
覺,각,깨달을,4,4급,見,13
刻,각,새길,4,4급,刀,6
簡,간,대쪽/간략할,4,4급,竹,12
干,간,방패,4,4급,干,0
看,간,볼,4,4급,目,4
敢,감,감히/구태여,4,4급,攴,8
甘,감,달,4,4급,甘,0
甲,갑,갑옷,4,4급,田,0
降,강,내릴,4,4급,阜,6
據,거,근거,4,4급,手,13
拒,거,막을,4,4급,手,5
居,거,살,4,4급,尸,5
巨,거,클,4,4급,工,2
傑,걸,뛰어날,4,4급,人,10
儉,검,검소할,4,4급,人,13
激,격,격할,4,4급,水,13
擊,격,칠[打],4,4급,手,13
犬,견,개,4,4급,犬,0
堅,견,굳을,4,4급,土,8
鏡,경,거울,4,4급,金,11
更,경,고칠,4,4급,曰,3
傾,경,기울,4,4급,人,11
驚,경,놀랄,4,4급,馬,13
戒,계,경계할,4,4급,戈,3
季,계,계절,4,4급,子,5
鷄,계,닭,4,4급,鳥,10
階,계,섬돌,4,4급,阜,9
系,계,이어맬,4,4급,糸,1
繼,계,이을,4,4급,糸,14
庫,고,곳집,4,4급,广,7
孤,고,외로울,4,4급,子,5
穀,곡,곡식,4,4급,禾,10
困,곤,곤할,4,4급,囗,4
骨,골,뼈,4,4급,骨,0
孔,공,구멍,4,4급,子,1
攻,공,칠[擊],4,4급,攴,3
管,관,대롱/주관할,4,4급,竹,8
鑛,광,쇳돌,4,4급,金,15
構,구,얽을,4,4급,木,10
群,군,무리,4,4급,羊,7
君,군,임금,4,4급,口,4
屈,굴,굽힐,4,4급,尸,5
窮,궁,다할/궁할,4,4급,穴,10
勸,권,권할,4,4급,力,18
券,권,문서,4,4급,刀,6
卷,권,책,4,4급,卩,6
歸,귀,돌아갈,4,4급,止,14
均,균,고를,4,4급,土,4
劇,극,심할,4,4급,刀,13
勤,근,부지런할,4,4급,力,11
筋,근,힘줄,4,4급,竹,6
奇,기,기특할,4,4급,大,5
紀,기,벼리,4,4급,糸,3
寄,기,부칠,4,4급,宀,8
機,기,틀,4,4급,木,12
納,납,들일,4,4급,糸,4
段,단,층계,4,4급,殳,5
盜,도,도둑,4,4급,皿,7
逃,도,도망할,4,4급,辵,6
徒,도,무리,4,4급,彳,7
卵,란,알,4,4급,卩,5
亂,란,어지러울,4,4급,乙,12
覽,람,볼,4,4급,見,14
略,략,간략할/약할,4,4급,田,6
糧,량,양식,4,4급,米,12
慮,려,생각할,4,4급,心,11
烈,렬,매울,4,4급,火,6
龍,룡,용,4,4급,龍,0
柳,류,버들,4,4급,木,5
輪,륜,바퀴,4,4급,車,8
離,리,떠날,4,4급,隹,11
妹,매,누이,4,4급,女,5
勉,면,힘쓸,4,4급,力,7
鳴,명,울,4,4급,鳥,3
模,모,본뜰,4,4급,木,11
妙,묘,묘할,4,4급,女,4
墓,묘,무덤,4,4급,土,11
舞,무,춤출,4,4급,舛,8
拍,박,칠,4,4급,手,5
髮,발,터럭,4,4급,髟,5
妨,방,방해할,4,4급,女,4
犯,범,범할,4,4급,犬,2
範,범,법,4,4급,竹,9
辯,변,말씀,4,4급,辛,14
普,보,넓을,4,4급,日,8
複,복,겹칠,4,4급,衣,9
伏,복,엎드릴,4,4급,人,4
否,부,아닐,4,4급,口,4
負,부,질[荷],4,4급,貝,2
粉,분,가루,4,4급,米,4
憤,분,분할,4,4급,心,12
碑,비,비석,4,4급,石,8
批,비,비평할,4,4급,手,4
祕,비,숨길,4,4급,示,5
辭,사,말씀,4,4급,辛,12
私,사,사사(私事),4,4급,禾,2
絲,사,실,4,4급,糸,6
射,사,쏠,4,4급,寸,7
散,산,흩을,4,4급,攴,8
傷,상,다칠,4,4급,人,11
象,상,코끼리,4,4급,豕,5
宣,선,베풀,4,4급,宀,6
舌,설,혀,4,4급,舌,0
屬,속,붙일,4,4급,尸,18
損,손,덜,4,4급,手,10
頌,송,기릴/칭송할,4,4급,頁,4
松,송,소나무,4,4급,木,4
秀,수,빼어날,4,4급,禾,2
叔,숙,아재비,4,4급,又,6
肅,숙,엄숙할,4,4급,聿,7
崇,숭,높을,4,4급,山,8
氏,씨,각시/성씨(姓氏),4,4급,氏,0
額,액,이마,4,4급,頁,9
樣,양,모양,4,4급,木,11
嚴,엄,엄할,4,4급,口,17
與,여,더불/줄,4,4급,臼,7
易,역,바꿀,4,4급,日,4
域,역,지경,4,4급,土,8
鉛,연,납,4,4급,金,5
延,연,늘일,4,4급,廴,4
緣,연,인연,4,4급,糸,9
燃,연,탈,4,4급,火,12
營,영,경영할,4,4급,火,13
迎,영,맞을,4,4급,辵,4
映,영,비칠,4,4급,日,5
豫,예,미리,4,4급,豕,9
優,우,넉넉할,4,4급,人,15
遇,우,만날,4,4급,辵,9
郵,우,우편,4,4급,邑,8
源,원,근원,4,4급,水,10
援,원,도울,4,4급,手,9
怨,원,원망할,4,4급,心,5
委,위,맡길,4,4급,女,5
圍,위,에워쌀,4,4급,囗,9
慰,위,위로할,4,4급,心,11
威,위,위엄,4,4급,女,6
危,위,위태할,4,4급,卩,4
遺,유,남길,4,4급,辵,12
遊,유,놀,4,4급,辵,9
儒,유,선비,4,4급,人,14
乳,유,젖,4,4급,乙,7
隱,은,숨을,4,4급,阜,14
儀,의,거동,4,4급,人,13
疑,의,의심할,4,4급,疋,9
依,의,의지할,4,4급,人,6
異,이,다를,4,4급,田,6
仁,인,어질,4,4급,人,2
姿,자,모양,4,4급,女,6
姉,자,손윗누이,4,4급,女,5
資,자,재물,4,4급,貝,6
殘,잔,남을,4,4급,歹,8
雜,잡,섞일,4,4급,隹,10
裝,장,꾸밀,4,4급,衣,7
張,장,베풀,4,4급,弓,8
獎,장,장려할,4,4급,犬,11
帳,장,장막,4,4급,巾,8
壯,장,장할,4,4급,士,4
腸,장,창자,4,4급,肉,9
底,저,밑,4,4급,广,5
績,적,길쌈,4,4급,糸,11
賊,적,도둑,4,4급,貝,6
適,적,맞을,4,4급,辵,11
籍,적,문서,4,4급,竹,14
積,적,쌓을,4,4급,禾,11
轉,전,구를,4,4급,車,11
錢,전,돈,4,4급,金,8
專,전,오로지,4,4급,寸,8
折,절,꺾을,4,4급,手,4
點,점,점,4,4급,黑,5
占,점,점령할,4,4급,卜,3
整,정,가지런할,4,4급,攴,12
丁,정,고무래/장정,4,4급,一,1
靜,정,고요할,4,4급,靑,8
帝,제,임금,4,4급,巾,6
條,조,가지,4,4급,木,7
潮,조,밀물/조수,4,4급,水,12
組,조,짤,4,4급,糸,5
存,존,있을,4,4급,子,3
鍾,종,쇠북,4,4급,金,9
從,종,좇을,4,4급,彳,8
